SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,4024 N Stuart St,Arlington,VA,22207,3395000,7,8.5,WALTER R REYNOLDS 3RD AD,8364,13151,2017,6,406,,Active,,,https://www.redfin.com/VA/Arlington/4024-N-Stuart-St-22207/home/9415781,BRIGHT MLS,VAFX2073770,N,Y,38.9261996,-77.1312361
MLS Listing,,Single Family Residential,3509 N Pocomoke St,Arlington,VA,22213,1775000,5,4.0,MINOR HILL,4022,11060,1951,6,441,,Active,,,https://www.redfin.com/VA/Arlington/3509-N-Pocomoke-St-22213/home/11226436,BRIGHT MLS,VAAR2017216,N,Y,38.9030554,-77.1561782
MLS Listing,,Single Family Residential,3512 N Pocomoke St,Arlington,VA,22213,2385000,5,5.5,MINOR HILL,6144,12695,2016,6,388,,Active,,,https://www.redfin.com/VA/Arlington/3512-N-Pocomoke-St-22213/home/11226437,BRIGHT MLS,VAAR2017214,N,Y,38.90297,-77.1564927
MLS Listing,,Single Family Residential,3802 14th St N,Arlington,VA,22201,999000,3,2.0,DOUGLAS EST,1355,7487,1925,6,737,,Active,,,https://www.redfin.com/VA/Arlington/3802-14th-St-N-22201/home/11248408,BRIGHT MLS,VAAR2017710,N,Y,38.888147,-77.1064238
MLS Listing,,Single Family Residential,5863 2nd St S,Arlington,VA,22204,949900,5,4.0,SPY HILL BLVD MANOR,2727,7583,1951,6,348,,Active,,,https://www.redfin.com/VA/Arlington/5863-2nd-St-S-22204/home/11258474,BRIGHT MLS,VAAR2016174,N,Y,38.8649594,-77.1310564
MLS Listing,,Townhouse,2532 B Fairfax Dr Unit 4EII,Arlington,VA,22201,725000,2,2.5,BARTON PLACE,1224,,1985,6,592,482,Active,,,https://www.redfin.com/VA/Arlington/2532-Fairfax-Dr-22201/unit-4EII/home/11254800,BRIGHT MLS,VAAR2017604,N,Y,38.887233,-77.088726
MLS Listing,,Single Family Residential,4713 37th St N,Arlington,VA,22207,1249000,5,3.5,COUNTRY CLUB HILLS,2696,9000,1935,6,463,,Active,,,https://www.redfin.com/VA/Arlington/4713-37th-St-N-22207/home/11230605,BRIGHT MLS,VAAR2017616,N,Y,38.916895,-77.1352362
MLS Listing,,Single Family Residential,5927 4th St S,Arlington,VA,22204,899900,4,3.0,GLEN CARLIN,2444,7273,1976,6,368,,Active,,,https://www.redfin.com/VA/Arlington/5927-4th-St-S-22204/home/11258501,BRIGHT MLS,VAAR2017772,N,Y,38.8629262,-77.1301125
MLS Listing,,Single Family Residential,3831 N Vernon St,Arlington,VA,22207,1145000,4,2.5,ARLINGWOOD,2198,9156,1972,6,521,,Active,June-11-2022 01:00 PM,June-11-2022 03:00 PM,https://www.redfin.com/VA/Arlington/3831-N-Vernon-St-22207/home/11229235,BRIGHT MLS,VAAR2017760,N,Y,38.9197692,-77.1311463
MLS Listing,,Single Family Residential,6000 27th St N,Arlington,VA,22207,2150000,5,5.5,BERKSHIRE OAKWOOD,4974,8180,2015,6,432,,Active,,,https://www.redfin.com/VA/Arlington/6000-27th-St-N-22207/home/11225767,BRIGHT MLS,VAAR2017686,N,Y,38.8975725,-77.1480445
